Precio,Distrito,Tipo,Habitaciones,Aseos,Superficie,Planta,Parking,URL
190683,Puente de Vallecas,Piso,1,1,82,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/palomeras-sureste/157081446/d
91907,San Blas,Piso,1,2,96,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/palomeras-bajas/158303620/d
360000,Villa de Vallecas,Piso,2,2,127,1,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-zona-comunitaria-ascensor-piscina-piscina/159282251/d
181000,Fuencarral,Piso,1,1,51,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/158189889/d
1490000,Villaverde,Casa o chalet,,1,660,6,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/mirasierra/159210411/d
95000,Usera,Piso,3,1,75,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/san-andres-de-villaverde/155320181/d
142000,Fuencarral,Piso,2,1,59,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/pradolongo/158398352/d
377000,Fuencarral,Piso,2,2,83,7,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/montecarmelo/159210363/d
377000,Carabanchel,Piso,2,2,57,6,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/montecarmelo/159210359/d
185000,Carabanchel,Piso,4,2,145,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-ascensor-patio-amueblado/158812393/d
349000,Arganzuela,Piso,4,3,136,8,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-trastero-ascensor-no-amueblado/157924928/d
255000,Centro,Piso,2,1,65,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-ascensor/158815129/d
660000,San Blas,Piso,2,2,150,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/158652119/d
195000,Salamanca,Piso,3,1,95,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor-amueblado/158197004/d
219000,Moncloa,Piso,1,1,42,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-ascensor/159083269/d
1600800,Salamanca,Piso,4,5,198,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-trastero-zona-comunitaria-ascensor-parking-piscina/159075137/d
595000,Arganzuela,Piso,4,2,125,1,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-jardin-ascensor-piscina-piscina/157908419/d
249000,Centro,Piso,2,,60,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/158267348/d
350000,Retiro,Piso,3,2,86,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/157485357/d
190683,Puente de Vallecas,Piso,1,1,82,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/palomeras-sureste/157081446/d
91907,Puente de Vallecas,Piso,1,2,96,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/palomeras-bajas/158303620/d
360000,San Blas,Piso,2,2,127,1,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-zona-comunitaria-ascensor-piscina-piscina/159282251/d
181000,Villa de Vallecas,Piso,1,1,51,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/158189889/d
1490000,Fuencarral,Casa o chalet,,1,660,6,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/mirasierra/159210411/d
95000,Usera,Piso,3,1,75,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/san-andres-de-villaverde/155320181/d
142000,Fuencarral,Piso,2,1,59,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/pradolongo/158398352/d
377000,Fuencarral,Piso,2,2,83,7,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/montecarmelo/159210363/d
377000,Carabanchel,Piso,2,2,57,6,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/montecarmelo/159210359/d
185000,Carabanchel,Piso,4,2,145,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-ascensor-patio-amueblado/158812393/d
349000,Centro,Piso,4,3,136,8,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-trastero-ascensor-no-amueblado/157924928/d
660000,Arganzuela,Piso,2,2,150,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/158652119/d
255000,San Blas,Piso,2,1,65,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-ascensor/158815129/d
195000,Salamanca,Piso,3,1,95,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor-amueblado/158197004/d
219000,Salamanca,Piso,1,1,42,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-ascensor/159083269/d
799000,Moncloa,Piso,3,3,213,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-amueblado-se-aceptan-mascotas-internet/159083695/d
1600800,Chamberí,Piso,4,5,198,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-trastero-zona-comunitaria-ascensor-parking-piscina/159075137/d
840000,Ciudad Lineal,Piso,4,2,206,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-trastero-ascensor-no-amueblado/159084817/d
445600,Centro,Piso,2,2,70,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-jardin-ascensor-piscina-piscina/159092758/d
345000,Salamanca,Piso,3,1,78,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-amueblado/159084879/d
565000,Barajas,Piso,3,2,160,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-internet/159083681/d
202000,Usera,Piso,3,1,87,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza-television-se-aceptan-mascotas-internet/159074824/d
245000,San Blas,Piso,3,2,110,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-zona-comunitaria-ascensor-piscina-parking-piscina/159074989/d
116000,Salamanca,Piso,2,1,51,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/arcos-de-jalon/158555067/d
389000,Fuencarral,Piso,,,59,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/montecarmelo/158343804/d
118000,Usera,Piso,2,1,65,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/san-fermin/158313918/d
1000000,Centro,Piso,,1,292,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/justicia---chueca/157034734/d
134500,Villa de Vallecas,Piso,3,1,61,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/casco-historico-de-vallecas/158189908/d
169000,Ciudad Lineal,Piso,2,1,74,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-terraza/158608122/d
149500,Vicálvaro,Piso,3,1,60,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion/158211616/d
120000,Vicálvaro,Piso,2,1,50,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-zona-comunitaria/158074415/d
179000,Centro,Apartamento,1,1,36,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-no-amueblado/157952156/d
137000,Usera,Piso,2,1,49,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/quintana/157137310/d
132500,Villaverde,Piso,3,1,71,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/almendrales/157137274/d
95000,Vicálvaro,Piso,1,1,52,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/san-andres-de-villaverde/158189901/d
114000,Tetuán,Piso,3,1,64,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ambroz/156061337/d
118000,Fuencarral,Piso,1,1,32,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/berruguete/157137303/d
377000,Villaverde,Piso,2,2,104,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/montecarmelo/157444254/d
123500,Ciudad Lineal,Piso,3,1,85,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/san-andres-de-villaverde/157137266/d
162000,Fuencarral,Piso,3,1,73,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-amueblado/157453169/d
379000,Villaverde,Piso,,1,100,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/montecarmelo/157975757/d
126500,Usera,Piso,3,1,74,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/san-cristobal-de-villaverde/158805419/d
196000,Centro,Casa o chalet,2,1,71,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/pradolongo/158854631/d
582220,Centro,Piso,5,1,103,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/palacio/157840968/d
340000,Hortaleza,Piso,,2,93,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/justicia---chueca/157081473/d
198000,Carabanchel,Piso,3,1,48,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/canillas/158189896/d
142000,Centro,Apartamento,2,1,,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-terraza-amueblado/157859877/d
620000,Villa de Vallecas,Dúplex,3,2,135,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor/157783051/d
175000,Arganzuela,Piso,1,1,50,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor-parking-piscina-no-amueblado/157118509/d
442000,Chamartín,Casa o chalet,3,2,139,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-patio/156418726/d
271900,Tetuán,Estudio,,1,50,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/prosperidad/158159173/d
145000,Retiro,Piso,2,1,50,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-no-amueblado/158682935/d
650000,Arganzuela,Piso,2,2,120,7,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-ascensor/157440035/d
150000,Latina,Piso,3,1,52,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza/158694073/d
83000,Latina,Piso,3,1,53,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza/159073924/d
161200,Carabanchel,Piso,3,1,82,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza/159108394/d
305000,Retiro,Piso,1,1,63,6,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/158827142/d
149900,Villa de Vallecas,Piso,3,1,98,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor/158316567/d
170000,Centro,Loft,1,1,50,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor-amueblado/157825201/d
185000,Tetuán,Dúplex,2,1,40,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion/158506758/d
215000,Tetuán,Piso,3,1,64,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/bellas-vistas/158660104/d
145000,Arganzuela,Piso,2,1,57,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/vinateros/158800241/d
253000,Arganzuela,Piso,1,1,46,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-zona-comunitaria-ascensor-patio-piscina/159209835/d
249000,Hortaleza,Piso,1,1,55,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-trastero-ascensor-piscina-piscina/153551421/d
385000,Vicálvaro,Piso,5,4,167,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-trastero-ascensor/154140423/d
122500,Carabanchel,Piso,2,1,60,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza/158695315/d
119900,Ciudad Lineal,Piso,1,1,51,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/158809994/d
149000,Salamanca,Piso,2,1,60,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor-no-amueblado/155900076/d
1800000,Villa de Vallecas,Piso,4,3,275,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor/157936440/d
159400,Moncloa,Piso,1,1,48,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/zona-comunitaria-ascensor-no-amueblado/157513592/d
2530200,Arganzuela,Casa o chalet,5,2,1933,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion/156187771/d
168000,Villaverde,Dúplex,1,1,52,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion/158175647/d
112000,Tetuán,Piso,2,1,50,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/158519234/d
505800,Salamanca,Piso,4,2,149,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/cuatro-caminos---azca/154420546/d
290000,Centro,Piso,2,1,31,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/156103912/d
387700,Villaverde,Piso,3,1,75,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/no-amueblado/157716299/d
205000,Moncloa,Piso,3,1,98,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-amueblado-parking/157421566/d
2044100,Ciudad Lineal,Casa o chalet,5,8,855,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-trastero-patio-piscina/154703256/d
275000,Ciudad Lineal,Piso,3,1,78,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-patio/157418977/d
420000,Salamanca,Piso,3,2,105,5,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-ascensor/155866281/d
1220700,Fuencarral,Piso,6,2,211,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion/156186989/d
895100,Moncloa,Piso,5,4,218,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-terraza-zona-comunitaria-ascensor-internet-piscina/156297669/d
850000,Centro,Piso,4,2,161,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/158799496/d
1150000,Centro,Ático,3,2,155,7,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza-trastero-ascensor/159027601/d
2700000,Salamanca,Piso,5,5,285,1,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-parking-ascensor/159109481/d
695000,Salamanca,Piso,2,1,91,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/158456133/d
695000,Salamanca,Piso,2,1,91,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado/159047288/d
1950000,Centro,Piso,3,4,209,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-ascensor/159113875/d
1900000,Chamberí,Piso,5,5,314,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-trastero-no-amueblado/158508742/d
540000,Moncloa,Piso,1,1,65,5,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-zona-comunitaria-ascensor-parking-piscina/158799395/d
1750000,Salamanca,Piso,3,3,379,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-patio-amueblado-no-amueblado/158456451/d
479000,Centro,Piso,2,1,89,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor-amueblado/158865277/d
1600000,Retiro,Piso,10,2,247,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor/158864927/d
245000,Tetuán,Piso,3,1,64,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor/158445359/d
170000,Arganzuela,Piso,3,1,71,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-trastero-zona-comunitaria/159207100/d
449000,Centro,Piso,4,2,120,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor/158681959/d
700000,Salamanca,Piso,3,3,130,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor-no-amueblado/158864786/d
1290000,Hortaleza,Piso,3,3,142,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor-patio-no-amueblado/158864485/d
285000,Centro,Piso,4,3,100,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-jardin-terraza-ascensor/159298550/d
348000,Chamberí,Piso,3,1,86,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza/159206607/d
699000,Fuencarral,Piso,4,2,161,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-trastero-ascensor-patio-television-internet/159206365/d
930000,San Blas,Piso,4,3,229,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-trastero-zona-comunitaria-ascensor-piscina-parking-internet-piscina-no-amueblado/159206398/d
212500,Salamanca,Piso,3,1,60,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/simancas/158696144/d
3100000,Hortaleza,Piso,5,3,269,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion/155900052/d
830000,San Blas,Piso,4,3,240,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-zona-comunitaria-ascensor-piscina-parking-internet-piscina/158688066/d
320000,Fuencarral,Piso,2,2,106,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-trastero-ascensor-piscina-piscina/159206290/d
430000,Arganzuela,Piso,3,2,89,1,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-ascensor/159206244/d
440000,Chamberí,Piso,5,2,139,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-trastero-ascensor/159206010/d
475000,Salamanca,Apartamento,2,2,66,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/159206011/d
930000,Salamanca,Piso,5,3,206,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-trastero-ascensor-no-amueblado/158862398/d
930000,Tetuán,Piso,5,3,206,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-trastero-ascensor-no-amueblado/158862348/d
265000,Salamanca,Piso,1,1,53,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-no-amueblado/159205684/d
119000,Carabanchel,Piso,3,1,69,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza-amueblado/159205759/d
435000,Ciudad Lineal,Piso,3,1,115,7,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor-parking/159205782/d
395000,Chamberí,Loft,4,2,130,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor-internet/153609245/d
219000,Centro,Piso,2,1,82,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/amueblado/159205570/d
178000,Moratalaz,Piso,3,1,60,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor/158861452/d
260000,Carabanchel,Ático,2,2,83,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-terraza-trastero-ascensor/159133453/d
270000,Carabanchel,Piso,2,1,107,4,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-trastero-zona-comunitaria-ascensor/158926336/d
129900,Hortaleza,Piso,3,1,81,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-trastero-ascensor/159044833/d
263470,Centro,Piso,1,1,38,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/conde-orgaz---piovera/159205006/d
850000,Salamanca,Piso,3,2,160,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion/154256962/d
935000,Salamanca,Piso,3,2,145,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/153990391/d
935000,Chamartín,Piso,3,2,145,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/158221517/d
525500,Salamanca,Dúplex,2,3,207,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/159204755/d
675000,Centro,Piso,3,2,127,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/158680553/d
999000,Hortaleza,Piso,5,5,179,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-no-amueblado/155661520/d
1085000,Retiro,Piso,4,4,201,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor-parking-piscina-no-amueblado/157383672/d
1500000,Salamanca,Ático,4,3,249,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-terraza-ascensor-parking-no-amueblado/155661609/d
1530000,Moncloa,Piso,3,2,151,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/157236516/d
2339900,Centro,Casa o chalet,7,6,1245,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-parking-jardin-terraza-trastero-piscina-no-amueblado/158609477/d
325000,Moncloa,Piso,,1,38,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/155661529/d
3241600,Salamanca,Casa o chalet,6,7,1282,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-piscina-no-amueblado/158609473/d
3990000,Centro,Piso,5,6,438,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor-no-amueblado/158679228/d
865000,Centro,Piso,2,2,138,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/158881628/d
1374000,Chamartín,Piso,3,2,230,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/155661845/d
399000,Chamberí,Piso,1,1,97,2,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-ascensor-amueblado-parking/157420629/d
980000,Ciudad Lineal,Ático,4,3,200,9,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-no-amueblado/158643747/d
172500,Chamartín,Piso,2,1,64,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/157454783/d
585000,Arganzuela,Piso,3,2,112,8,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-zona-comunitaria-ascensor-parking-no-amueblado/157723321/d
122700,Usera,Piso,2,1,58,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/pradolongo/157116836/d
81300,Villaverde,Apartamento,1,1,43,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/157784974/d
1250000,Salamanca,Dúplex,3,3,220,5,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/158572278/d
176000,Carabanchel,Casa o chalet,4,2,124,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/vista-alegre/159204380/d
122000,Carabanchel,Piso,3,1,66,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/puerta-bonita/157867622/d
215000,Hortaleza,Piso,3,1,67,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/canillas/157137262/d
149000,Ciudad Lineal,Piso,2,1,58,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ascensor/155320162/d
178500,Carabanchel,Piso,3,2,109,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/terraza/158697038/d
145000,Hortaleza,Piso,2,1,52,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion/159203487/d
350000,Vicálvaro,Piso,2,1,70,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-jardin-trastero-zona-comunitaria-ascensor-piscina-parking-television-piscina-no-amueblado/159202456/d
34000,Ciudad Lineal,Piso,3,1,111,9,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/ambroz/159201488/d
175000,Hortaleza,Piso,2,1,65,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-jardin-zona-comunitaria-ascensor-amueblado-se-aceptan-mascotas-no-amueblado/159200004/d
234500,Villaverde,Piso,3,1,75,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/calefaccion-jardin-terraza-ascensor/158388247/d
84000,San Blas,Piso,3,1,59,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/san-cristobal-de-villaverde/158803506/d
140000,San Blas,Piso,3,1,65,3,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/canillejas/158146498/d
199000,Moncloa,Piso,3,1,82,1,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-zona-comunitaria-ascensor/159133194/d
495000,Villaverde,Planta baja,2,2,100,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-jardin-terraza-trastero-zona-comunitaria-ascensor-patio-piscina/154106392/d
125200,Puente de Vallecas,Piso,3,1,54,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion/159192739/d
79000,Arganzuela,Planta baja,1,1,30,,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/trastero-patio-no-amueblado/159192345/d
540000,Latina,Piso,2,2,100,,1,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-trastero-zona-comunitaria-ascensor-piscina-parking-piscina-no-amueblado/159191412/d
93500,Puente de Vallecas,Piso,1,1,32,4,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/puerta-del-angel/157303461/d
149000,Villa de Vallecas,Piso,3,2,115,2,,https://www.fotocasa.es/es/comprar/vivienda/madrid-capital/portazgo/159188488/d
